filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1440x2560v_3140_479x1457.1440x2560v_3140_479x1457.jpg,59873,{},2,0,"{""name"":""rect"",""x"":270,""y"":149,""width"":74,""height"":118}","{""bear"":""bear""}"
1440x2560v_3140_479x1457.1440x2560v_3140_479x1457.jpg,59873,{},2,1,"{""name"":""rect"",""x"":213,""y"":172,""width"":146,""height"":90}","{""bear"":""bear""}"
1440x2560v_3140_1003x1357.1440x2560v_3140_1003x1357.jpg,59806,{},2,0,"{""name"":""rect"",""x"":359,""y"":316,""width"":95,""height"":58}","{""bear"":""bear""}"
1440x2560v_3140_1003x1357.1440x2560v_3140_1003x1357.jpg,59806,{},2,1,"{""name"":""rect"",""x"":317,""y"":289,""width"":53,""height"":49}","{""bear"":""bear""}"
1440x2560v_3160_820x1497.1440x2560v_3160_820x1497.jpg,82962,{},2,0,"{""name"":""rect"",""x"":437,""y"":153,""width"":78,""height"":57}","{""bear"":""bear""}"
1440x2560v_3160_820x1497.1440x2560v_3160_820x1497.jpg,82962,{},2,1,"{""name"":""rect"",""x"":354,""y"":152,""width"":76,""height"":42}","{""bear"":""bear""}"
1440x2560v_3180_322x1430.1440x2560v_3180_322x1430.jpg,65770,{},2,0,"{""name"":""rect"",""x"":181,""y"":182,""width"":114,""height"":67}","{""bear"":""bear""}"
1440x2560v_3180_322x1430.1440x2560v_3180_322x1430.jpg,65770,{},2,1,"{""name"":""rect"",""x"":26,""y"":155,""width"":146,""height"":104}","{""bear"":""bear""}"
1440x2560v_3180_339x1508.1440x2560v_3180_339x1508.jpg,64826,{},2,0,"{""name"":""rect"",""x"":166,""y"":103,""width"":113,""height"":72}","{""bear"":""bear""}"
1440x2560v_3180_339x1508.1440x2560v_3180_339x1508.jpg,64826,{},2,1,"{""name"":""rect"",""x"":7,""y"":73,""width"":147,""height"":106}","{""bear"":""bear""}"
1440x2560v_3180_352x1331.1440x2560v_3180_352x1331.jpg,64570,{},2,0,"{""name"":""rect"",""x"":4,""y"":248,""width"":137,""height"":107}","{""bear"":""bear""}"
1440x2560v_3180_352x1331.1440x2560v_3180_352x1331.jpg,64570,{},2,1,"{""name"":""rect"",""x"":152,""y"":268,""width"":114,""height"":83}","{""bear"":""bear""}"
1440x2560v_3180_398x1419.1440x2560v_3180_398x1419.jpg,65626,{},2,0,"{""name"":""rect"",""x"":1,""y"":165,""width"":94,""height"":103}","{""bear"":""bear""}"
1440x2560v_3180_398x1419.1440x2560v_3180_398x1419.jpg,65626,{},2,1,"{""name"":""rect"",""x"":108,""y"":192,""width"":109,""height"":72}","{""bear"":""bear""}"
1440x2560v_3180_473x1411.1440x2560v_3180_473x1411.jpg,64954,{},1,0,"{""name"":""rect"",""x"":32,""y"":202,""width"":114,""height"":70}","{""bear"":""bear""}"
1440x2560v_3180_872x1417.1440x2560v_3180_872x1417.jpg,65930,{},2,0,"{""name"":""rect"",""x"":369,""y"":191,""width"":66,""height"":58}","{""bear"":""bear""}"
1440x2560v_3180_872x1417.1440x2560v_3180_872x1417.jpg,65930,{},2,1,"{""name"":""rect"",""x"":436,""y"":222,""width"":89,""height"":48}","{""bear"":""bear""}"
1440x2560v_3180_890x1355.1440x2560v_3180_890x1355.jpg,66395,{},2,0,"{""name"":""rect"",""x"":352,""y"":256,""width"":66,""height"":48}","{""bear"":""bear""}"
1440x2560v_3180_890x1355.1440x2560v_3180_890x1355.jpg,66395,{},2,1,"{""name"":""rect"",""x"":420,""y"":280,""width"":88,""height"":52}","{""bear"":""bear""}"
1440x2560v_3200_368x1532.1440x2560v_3200_368x1532.jpg,63587,{},2,0,"{""name"":""rect"",""x"":147,""y"":96,""width"":150,""height"":84}","{""bear"":""bear""}"
1440x2560v_3200_368x1532.1440x2560v_3200_368x1532.jpg,63587,{},2,1,"{""name"":""rect"",""x"":307,""y"":92,""width"":128,""height"":79}","{""bear"":""bear""}"
1440x2560v_3200_446x1180.1440x2560v_3200_446x1180.jpg,60286,{},2,0,"{""name"":""rect"",""x"":72,""y"":447,""width"":145,""height"":84}","{""bear"":""bear""}"
1440x2560v_3200_446x1180.1440x2560v_3200_446x1180.jpg,60286,{},2,1,"{""name"":""rect"",""x"":233,""y"":452,""width"":127,""height"":73}","{""bear"":""bear""}"
1440x2560v_3200_1087x1454.1440x2560v_3200_1087x1454.jpg,74938,{},2,0,"{""name"":""rect"",""x"":411,""y"":170,""width"":85,""height"":48}","{""bear"":""bear""}"
1440x2560v_3200_1087x1454.1440x2560v_3200_1087x1454.jpg,74938,{},2,1,"{""name"":""rect"",""x"":492,""y"":207,""width"":81,""height"":54}","{""bear"":""bear""}"
1440x2560v_3200_1100x1357.1440x2560v_3200_1100x1357.jpg,74166,{},2,0,"{""name"":""rect"",""x"":401,""y"":268,""width"":79,""height"":48}","{""bear"":""bear""}"
1440x2560v_3200_1100x1357.1440x2560v_3200_1100x1357.jpg,74166,{},2,1,"{""name"":""rect"",""x"":480,""y"":310,""width"":83,""height"":52}","{""bear"":""bear""}"
1440x2560v_3220_406x1513.1440x2560v_3220_406x1513.jpg,71968,{},2,0,"{""name"":""rect"",""x"":129,""y"":79,""width"":154,""height"":87}","{""bear"":""bear""}"
1440x2560v_3220_406x1513.1440x2560v_3220_406x1513.jpg,71968,{},2,1,"{""name"":""rect"",""x"":284,""y"":87,""width"":111,""height"":76}","{""bear"":""bear""}"
1440x2560v_3220_414x1196.1440x2560v_3220_414x1196.jpg,68386,{},2,0,"{""name"":""rect"",""x"":118,""y"":395,""width"":158,""height"":87}","{""bear"":""bear""}"
1440x2560v_3220_414x1196.1440x2560v_3220_414x1196.jpg,68386,{},2,1,"{""name"":""rect"",""x"":275,""y"":402,""width"":112,""height"":79}","{""bear"":""bear""}"
1440x2560v_3240_339x1210.1440x2560v_3240_339x1210.jpg,64530,{},2,0,"{""name"":""rect"",""x"":230,""y"":362,""width"":130,""height"":90}","{""bear"":""bear""}"
1440x2560v_3240_339x1210.1440x2560v_3240_339x1210.jpg,64530,{},2,1,"{""name"":""rect"",""x"":359,""y"":375,""width"":95,""height"":64}","{""bear"":""bear""}"
1440x2560v_3240_454x1449.1440x2560v_3240_454x1449.jpg,68380,{},2,0,"{""name"":""rect"",""x"":118,""y"":122,""width"":124,""height"":96}","{""bear"":""bear""}"
1440x2560v_3240_454x1449.1440x2560v_3240_454x1449.jpg,68380,{},2,1,"{""name"":""rect"",""x"":244,""y"":129,""width"":99,""height"":83}","{""bear"":""bear""}"
1440x2560v_3240_457x1185.1440x2560v_3240_457x1185.jpg,64320,{},2,0,"{""name"":""rect"",""x"":114,""y"":388,""width"":130,""height"":94}","{""bear"":""bear""}"
1440x2560v_3240_457x1185.1440x2560v_3240_457x1185.jpg,64320,{},2,1,"{""name"":""rect"",""x"":238,""y"":399,""width"":103,""height"":73}","{""bear"":""bear""}"
1440x2560v_3240_637x1199.1440x2560v_3240_637x1199.jpg,64319,{},1,0,"{""name"":""rect"",""x"":53,""y"":381,""width"":110,""height"":81}","{""bear"":""bear""}"
1440x2560v_3260_452x1401.1440x2560v_3260_452x1401.jpg,65842,{},2,0,"{""name"":""rect"",""x"":253,""y"":182,""width"":150,""height"":88}","{""bear"":""bear""}"
1440x2560v_3260_452x1401.1440x2560v_3260_452x1401.jpg,65842,{},2,1,"{""name"":""rect"",""x"":389,""y"":181,""width"":100,""height"":81}","{""bear"":""bear""}"
1440x2560v_3280_484x1325.1440x2560v_3280_484x1325.jpg,65928,{},2,0,"{""name"":""rect"",""x"":273,""y"":254,""width"":164,""height"":90}","{""bear"":""bear""}"
1440x2560v_3280_484x1325.1440x2560v_3280_484x1325.jpg,65928,{},2,1,"{""name"":""rect"",""x"":400,""y"":253,""width"":71,""height"":84}","{""bear"":""bear""}"
1440x2560v_3300_608x1183.1440x2560v_3300_608x1183.jpg,65982,{},2,0,"{""name"":""rect"",""x"":279,""y"":387,""width"":128,""height"":103}","{""bear"":""bear""}"
1440x2560v_3300_608x1183.1440x2560v_3300_608x1183.jpg,65982,{},2,1,"{""name"":""rect"",""x"":390,""y"":402,""width"":54,""height"":82}","{""bear"":""bear""}"
1440x2560v_3320_624x1473.1440x2560v_3320_624x1473.jpg,91749,{},2,0,"{""name"":""rect"",""x"":221,""y"":114,""width"":138,""height"":100}","{""bear"":""bear""}"
1440x2560v_3320_624x1473.1440x2560v_3320_624x1473.jpg,91749,{},2,1,"{""name"":""rect"",""x"":328,""y"":116,""width"":57,""height"":89}","{""bear"":""bear""}"
1440x2560v_3340_675x1277.1440x2560v_3340_675x1277.jpg,87075,{},2,0,"{""name"":""rect"",""x"":290,""y"":230,""width"":147,""height"":102}","{""bear"":""bear""}"
1440x2560v_3340_675x1277.1440x2560v_3340_675x1277.jpg,87075,{},2,1,"{""name"":""rect"",""x"":414,""y"":234,""width"":57,""height"":88}","{""bear"":""bear""}"
1440x2560v_3360_694x1323.1440x2560v_3360_694x1323.jpg,73359,{},2,0,"{""name"":""rect"",""x"":231,""y"":188,""width"":145,""height"":95}","{""bear"":""bear""}"
1440x2560v_3360_694x1323.1440x2560v_3360_694x1323.jpg,73359,{},2,1,"{""name"":""rect"",""x"":363,""y"":182,""width"":64,""height"":94}","{""bear"":""bear""}"
2048x1488_976668_[www.ArtFile.ru]_1277x602.2048x1488_976668_[www.ArtFile.ru]_1277x602.jpg,120744,{},1,0,"{""name"":""rect"",""x"":125,""y"":122,""width"":494,""height"":518}","{""bear"":""bear""}"
4765f53da4d50e7eae06d2f6a16c80a9._3028x2231.4765f53da4d50e7eae06d2f6a16c80a9._3028x2231.jpg,97996,{},1,0,"{""name"":""rect"",""x"":262,""y"":0,""width"":378,""height"":640}","{""bear"":""bear""}"
4765f53da4d50e7eae06d2f6a16c80a9._3164x1967.4765f53da4d50e7eae06d2f6a16c80a9._3164x1967.jpg,105980,{},1,0,"{""name"":""rect"",""x"":124,""y"":118,""width"":516,""height"":522}","{""bear"":""bear""}"
4765f53da4d50e7eae06d2f6a16c80a9._3317x2630.4765f53da4d50e7eae06d2f6a16c80a9._3317x2630.jpg,84438,{},1,0,"{""name"":""rect"",""x"":186,""y"":1,""width"":454,""height"":259}","{""bear"":""bear""}"
6310c8ec93b0cb7204346feb_376x379.6310c8ec93b0cb7204346feb_376x379.jpg,144267,{},2,0,"{""name"":""rect"",""x"":85,""y"":289,""width"":78,""height"":42}","{""bear"":""bear""}"
6310c8ec93b0cb7204346feb_376x379.6310c8ec93b0cb7204346feb_376x379.jpg,144267,{},2,1,"{""name"":""rect"",""x"":231,""y"":286,""width"":80,""height"":45}","{""bear"":""bear""}"
6310c8ec93b0cb7204346feb_468x321.6310c8ec93b0cb7204346feb_468x321.jpg,138289,{},2,0,"{""name"":""rect"",""x"":139,""y"":344,""width"":80,""height"":42}","{""bear"":""bear""}"
6310c8ec93b0cb7204346feb_468x321.6310c8ec93b0cb7204346feb_468x321.jpg,138289,{},2,1,"{""name"":""rect"",""x"":2,""y"":344,""width"":69,""height"":45}","{""bear"":""bear""}"
6310c8ec93b0cb7204346feb_626x325.6310c8ec93b0cb7204346feb_626x325.jpg,139696,{},2,0,"{""name"":""rect"",""x"":0,""y"":338,""width"":61,""height"":43}","{""bear"":""bear""}"
6310c8ec93b0cb7204346feb_626x325.6310c8ec93b0cb7204346feb_626x325.jpg,139696,{},2,1,"{""name"":""rect"",""x"":575,""y"":335,""width"":64,""height"":40}","{""bear"":""bear""}"
6310c8ec93b0cb7204346feb_812x382.6310c8ec93b0cb7204346feb_812x382.jpg,150663,{},1,0,"{""name"":""rect"",""x"":181,""y"":278,""width"":73,""height"":44}","{""bear"":""bear""}"
6310c8ec93b0cb7204346feb_819x373.6310c8ec93b0cb7204346feb_819x373.jpg,147618,{},1,0,"{""name"":""rect"",""x"":380,""y"":287,""width"":73,""height"":41}","{""bear"":""bear""}"
8812_592x518.8812_592x518.jpg,124528,{},2,0,"{""name"":""rect"",""x"":251,""y"":63,""width"":306,""height"":238}","{""bear"":""bear""}"
8812_592x518.8812_592x518.jpg,124528,{},2,1,"{""name"":""rect"",""x"":393,""y"":351,""width"":245,""height"":239}","{""bear"":""bear""}"
8812_623x450.8812_623x450.jpg,132492,{},2,0,"{""name"":""rect"",""x"":112,""y"":131,""width"":307,""height"":237}","{""bear"":""bear""}"
8812_623x450.8812_623x450.jpg,132492,{},2,1,"{""name"":""rect"",""x"":0,""y"":421,""width"":278,""height"":218}","{""bear"":""bear""}"
8812_833x617.8812_833x617.jpg,131889,{},2,0,"{""name"":""rect"",""x"":151,""y"":254,""width"":371,""height"":232}","{""bear"":""bear""}"
8812_833x617.8812_833x617.jpg,131889,{},2,1,"{""name"":""rect"",""x"":11,""y"":0,""width"":307,""height"":204}","{""bear"":""bear""}"
8812_866x490.8812_866x490.jpg,130001,{},2,0,"{""name"":""rect"",""x"":355,""y"":92,""width"":285,""height"":237}","{""bear"":""bear""}"
8812_866x490.8812_866x490.jpg,130001,{},2,1,"{""name"":""rect"",""x"":151,""y"":378,""width"":370,""height"":239}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_386x345.9000e1132d52f6264004fb81f9f34964_386x345.jpg,102346,{},3,0,"{""name"":""rect"",""x"":171,""y"":234,""width"":458,""height"":262}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_386x345.9000e1132d52f6264004fb81f9f34964_386x345.jpg,102346,{},3,1,"{""name"":""rect"",""x"":3,""y"":417,""width"":145,""height"":67}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_386x345.9000e1132d52f6264004fb81f9f34964_386x345.jpg,102346,{},3,2,"{""name"":""rect"",""x"":1,""y"":380,""width"":78,""height"":102}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_409x356.9000e1132d52f6264004fb81f9f34964_409x356.jpg,101150,{},3,0,"{""name"":""rect"",""x"":0,""y"":223,""width"":447,""height"":259}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_409x356.9000e1132d52f6264004fb81f9f34964_409x356.jpg,101150,{},3,1,"{""name"":""rect"",""x"":470,""y"":403,""width"":150,""height"":70}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_409x356.9000e1132d52f6264004fb81f9f34964_409x356.jpg,101150,{},3,2,"{""name"":""rect"",""x"":536,""y"":372,""width"":104,""height"":99}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_630x350.9000e1132d52f6264004fb81f9f34964_630x350.jpg,85586,{},3,0,"{""name"":""rect"",""x"":1,""y"":241,""width"":226,""height"":239}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_630x350.9000e1132d52f6264004fb81f9f34964_630x350.jpg,85586,{},3,1,"{""name"":""rect"",""x"":250,""y"":412,""width"":146,""height"":63}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_630x350.9000e1132d52f6264004fb81f9f34964_630x350.jpg,85586,{},3,2,"{""name"":""rect"",""x"":315,""y"":374,""width"":186,""height"":102}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_662x344.9000e1132d52f6264004fb81f9f34964_662x344.jpg,81344,{},3,0,"{""name"":""rect"",""x"":170,""y"":378,""width"":186,""height"":106}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_662x344.9000e1132d52f6264004fb81f9f34964_662x344.jpg,81344,{},3,1,"{""name"":""rect"",""x"":276,""y"":416,""width"":145,""height"":67}","{""bear"":""bear""}"
9000e1132d52f6264004fb81f9f34964_662x344.9000e1132d52f6264004fb81f9f34964_662x344.jpg,81344,{},3,2,"{""name"":""rect"",""x"":445,""y"":252,""width"":195,""height"":233}","{""bear"":""bear""}"
9391ebb31ea5b52a850abe630223aff5._704x744.9391ebb31ea5b52a850abe630223aff5._704x744.jpg,157950,{},2,0,"{""name"":""rect"",""x"":211,""y"":171,""width"":429,""height"":327}","{""bear"":""bear""}"
9391ebb31ea5b52a850abe630223aff5._704x744.9391ebb31ea5b52a850abe630223aff5._704x744.jpg,157950,{},2,1,"{""name"":""rect"",""x"":113,""y"":91,""width"":525,""height"":369}","{""bear"":""bear""}"
9391ebb31ea5b52a850abe630223aff5._756x733.9391ebb31ea5b52a850abe630223aff5._756x733.jpg,186013,{},2,0,"{""name"":""rect"",""x"":0,""y"":185,""width"":492,""height"":307}","{""bear"":""bear""}"
9391ebb31ea5b52a850abe630223aff5._756x733.9391ebb31ea5b52a850abe630223aff5._756x733.jpg,186013,{},2,1,"{""name"":""rect"",""x"":0,""y"":100,""width"":580,""height"":363}","{""bear"":""bear""}"
9391ebb31ea5b52a850abe630223aff5._885x725.9391ebb31ea5b52a850abe630223aff5._885x725.jpg,186393,{},2,0,"{""name"":""rect"",""x"":21,""y"":192,""width"":619,""height"":308}","{""bear"":""bear""}"
9391ebb31ea5b52a850abe630223aff5._885x725.9391ebb31ea5b52a850abe630223aff5._885x725.jpg,186393,{},2,1,"{""name"":""rect"",""x"":1,""y"":109,""width"":637,""height"":389}","{""bear"":""bear""}"
9391ebb31ea5b52a850abe630223aff5._994x600.9391ebb31ea5b52a850abe630223aff5._994x600.jpg,167188,{},2,0,"{""name"":""rect"",""x"":0,""y"":317,""width"":638,""height"":323}","{""bear"":""bear""}"
9391ebb31ea5b52a850abe630223aff5._994x600.9391ebb31ea5b52a850abe630223aff5._994x600.jpg,167188,{},2,1,"{""name"":""rect"",""x"":6,""y"":236,""width"":634,""height"":375}","{""bear"":""bear""}"
66121_761x346.66121_761x346.jpg,70166,{},1,0,"{""name"":""rect"",""x"":428,""y"":180,""width"":212,""height"":202}","{""bear"":""bear""}"
66121_803x368.66121_803x368.jpg,72549,{},1,0,"{""name"":""rect"",""x"":1,""y"":158,""width"":253,""height"":204}","{""bear"":""bear""}"
66121_967x371.66121_967x371.jpg,70955,{},1,0,"{""name"":""rect"",""x"":224,""y"":156,""width"":330,""height"":202}","{""bear"":""bear""}"
66121_977x329.66121_977x329.jpg,73134,{},1,0,"{""name"":""rect"",""x"":95,""y"":198,""width"":330,""height"":202}","{""bear"":""bear""}"
66121_1085x341.66121_1085x341.jpg,69294,{},1,0,"{""name"":""rect"",""x"":105,""y"":187,""width"":331,""height"":200}","{""bear"":""bear""}"
244372_fon_led_sneg_moroz_belyj_medved_mex_1920x1200_(www.GdeFon.ru)_1157x852.244372_fon_led_sneg_moroz_belyj_medved_mex_1920x1200_(www.GdeFon.ru)_1157x852.jpg,120887,{},1,0,"{""name"":""rect"",""x"":0,""y"":26,""width"":443,""height"":343}","{""bear"":""bear""}"
244372_fon_led_sneg_moroz_belyj_medved_mex_1920x1200_(www.GdeFon.ru)_1223x608.244372_fon_led_sneg_moroz_belyj_medved_mex_1920x1200_(www.GdeFon.ru)_1223x608.jpg,115270,{},1,0,"{""name"":""rect"",""x"":132,""y"":264,""width"":508,""height"":349}","{""bear"":""bear""}"
244372_fon_led_sneg_moroz_belyj_medved_mex_1920x1200_(www.GdeFon.ru)_1570x835.244372_fon_led_sneg_moroz_belyj_medved_mex_1920x1200_(www.GdeFon.ru)_1570x835.jpg,121981,{},1,0,"{""name"":""rect"",""x"":0,""y"":37,""width"":398,""height"":349}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-7_560x357.289517-belyi-medved-na-chukotke-7_560x357.jpg,96035,{},1,0,"{""name"":""rect"",""x"":80,""y"":158,""width"":353,""height"":284}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-7_684x389.289517-belyi-medved-na-chukotke-7_684x389.jpg,105870,{},1,0,"{""name"":""rect"",""x"":84,""y"":146,""width"":347,""height"":261}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-9_715x448.289517-belyi-medved-na-chukotke-9_715x448.jpg,127156,{},2,0,"{""name"":""rect"",""x"":220,""y"":177,""width"":419,""height"":350}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-9_715x448.289517-belyi-medved-na-chukotke-9_715x448.jpg,127156,{},2,1,"{""name"":""rect"",""x"":217,""y"":264,""width"":239,""height"":219}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-9_853x467.289517-belyi-medved-na-chukotke-9_853x467.jpg,141324,{},2,0,"{""name"":""rect"",""x"":96,""y"":159,""width"":464,""height"":350}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-9_853x467.289517-belyi-medved-na-chukotke-9_853x467.jpg,141324,{},2,1,"{""name"":""rect"",""x"":320,""y"":244,""width"":237,""height"":220}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-9_949x467.289517-belyi-medved-na-chukotke-9_949x467.jpg,138167,{},2,0,"{""name"":""rect"",""x"":0,""y"":159,""width"":448,""height"":348}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-9_949x467.289517-belyi-medved-na-chukotke-9_949x467.jpg,138167,{},2,1,"{""name"":""rect"",""x"":0,""y"":243,""width"":230,""height"":254}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-13_616x448.289517-belyi-medved-na-chukotke-13_616x448.jpg,45136,{},3,0,"{""name"":""rect"",""x"":119,""y"":136,""width"":392,""height"":343}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-13_616x448.289517-belyi-medved-na-chukotke-13_616x448.jpg,45136,{},3,1,"{""name"":""rect"",""x"":282,""y"":218,""width"":323,""height"":262}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-13_616x448.289517-belyi-medved-na-chukotke-13_616x448.jpg,45136,{},3,2,"{""name"":""rect"",""x"":495,""y"":150,""width"":144,""height"":324}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-13_825x444.289517-belyi-medved-na-chukotke-13_825x444.jpg,65250,{},3,0,"{""name"":""rect"",""x"":286,""y"":152,""width"":318,""height"":328}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-13_825x444.289517-belyi-medved-na-chukotke-13_825x444.jpg,65250,{},3,1,"{""name"":""rect"",""x"":77,""y"":219,""width"":316,""height"":262}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-13_825x444.289517-belyi-medved-na-chukotke-13_825x444.jpg,65250,{},3,2,"{""name"":""rect"",""x"":1,""y"":137,""width"":277,""height"":342}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-14_996x343.289517-belyi-medved-na-chukotke-14_996x343.jpg,145490,{},1,0,"{""name"":""rect"",""x"":66,""y"":51,""width"":574,""height"":589}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-14_1088x580.289517-belyi-medved-na-chukotke-14_1088x580.jpg,140322,{},1,0,"{""name"":""rect"",""x"":1,""y"":0,""width"":639,""height"":405}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-14_1269x366.289517-belyi-medved-na-chukotke-14_1269x366.jpg,145198,{},1,0,"{""name"":""rect"",""x"":0,""y"":28,""width"":541,""height"":591}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-15_1272x529.289517-belyi-medved-na-chukotke-15_1272x529.jpg,118137,{},1,0,"{""name"":""rect"",""x"":234,""y"":149,""width"":402,""height"":351}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-24_661x329.289517-belyi-medved-na-chukotke-24_661x329.jpg,140011,{},1,0,"{""name"":""rect"",""x"":0,""y"":175,""width"":456,""height"":300}","{""bear"":""bear""}"
289517-belyi-medved-na-chukotke-25_824x523.289517-belyi-medved-na-chukotke-25_824x523.jpg,93666,{},1,0,"{""name"":""rect"",""x"":148,""y"":79,""width"":492,""height"":561}","{""bear"":""bear""}"
456460_original_473x327.456460_original_473x327.jpg,107396,{},3,0,"{""name"":""rect"",""x"":139,""y"":153,""width"":333,""height"":487}","{""bear"":""bear""}"
456460_original_473x327.456460_original_473x327.jpg,107396,{},3,1,"{""name"":""rect"",""x"":388,""y"":0,""width"":210,""height"":441}","{""bear"":""bear""}"
456460_original_473x327.456460_original_473x327.jpg,107396,{},3,2,"{""name"":""rect"",""x"":70,""y"":242,""width"":259,""height"":349}","{""bear"":""bear""}"
723023ba2cc61a34cdaccba57e01cd91_391x344.723023ba2cc61a34cdaccba57e01cd91_391x344.jpg,139296,{},1,0,"{""name"":""rect"",""x"":114,""y"":159,""width"":357,""height"":272}","{""bear"":""bear""}"
723023ba2cc61a34cdaccba57e01cd91_465x347.723023ba2cc61a34cdaccba57e01cd91_465x347.jpg,143573,{},1,0,"{""name"":""rect"",""x"":241,""y"":157,""width"":359,""height"":270}","{""bear"":""bear""}"
734530_1000_374x340.734530_1000_374x340.jpg,103016,{},2,0,"{""name"":""rect"",""x"":241,""y"":424,""width"":193,""height"":88}","{""bear"":""bear""}"
734530_1000_374x340.734530_1000_374x340.jpg,103016,{},2,1,"{""name"":""rect"",""x"":57,""y"":481,""width"":80,""height"":71}","{""bear"":""bear""}"
734530_1000_400x336.734530_1000_400x336.jpg,98754,{},2,0,"{""name"":""rect"",""x"":231,""y"":429,""width"":190,""height"":92}","{""bear"":""bear""}"
734530_1000_400x336.734530_1000_400x336.jpg,98754,{},2,1,"{""name"":""rect"",""x"":528,""y"":486,""width"":80,""height"":70}","{""bear"":""bear""}"
734530_1000_621x332.734530_1000_621x332.jpg,106554,{},2,0,"{""name"":""rect"",""x"":1,""y"":412,""width"":179,""height"":99}","{""bear"":""bear""}"
734530_1000_621x332.734530_1000_621x332.jpg,106554,{},2,1,"{""name"":""rect"",""x"":452,""y"":432,""width"":187,""height"":94}","{""bear"":""bear""}"
774977_1000_425x428.774977_1000_425x428.jpg,187985,{},1,0,"{""name"":""rect"",""x"":182,""y"":102,""width"":166,""height"":145}","{""bear"":""bear""}"
774977_1000_433x618.774977_1000_433x618.jpg,199453,{},5,0,"{""name"":""rect"",""x"":76,""y"":443,""width"":192,""height"":134}","{""bear"":""bear""}"
774977_1000_433x618.774977_1000_433x618.jpg,199453,{},5,1,"{""name"":""rect"",""x"":371,""y"":558,""width"":161,""height"":82}","{""bear"":""bear""}"
774977_1000_433x618.774977_1000_433x618.jpg,199453,{},5,2,"{""name"":""rect"",""x"":241,""y"":419,""width"":219,""height"":125}","{""bear"":""bear""}"
774977_1000_433x618.774977_1000_433x618.jpg,199453,{},5,3,"{""name"":""rect"",""x"":221,""y"":385,""width"":87,""height"":124}","{""bear"":""bear""}"
774977_1000_433x618.774977_1000_433x618.jpg,199453,{},5,4,"{""name"":""rect"",""x"":73,""y"":420,""width"":133,""height"":105}","{""bear"":""bear""}"
774977_1000_497x373.774977_1000_497x373.jpg,181950,{},1,0,"{""name"":""rect"",""x"":109,""y"":159,""width"":166,""height"":144}","{""bear"":""bear""}"
864515_57_772x475.864515_57_772x475.jpg,204372,{},1,0,"{""name"":""rect"",""x"":218,""y"":0,""width"":319,""height"":522}","{""bear"":""bear""}"
2532131_538x354.2532131_538x354.jpg,119534,{},2,0,"{""name"":""rect"",""x"":361,""y"":185,""width"":203,""height"":265}","{""bear"":""bear""}"
2532131_538x354.2532131_538x354.jpg,119534,{},2,1,"{""name"":""rect"",""x"":471,""y"":104,""width"":152,""height"":266}","{""bear"":""bear""}"
2532131_645x348.2532131_645x348.jpg,130698,{},2,0,"{""name"":""rect"",""x"":180,""y"":187,""width"":206,""height"":276}","{""bear"":""bear""}"
2532131_645x348.2532131_645x348.jpg,130698,{},2,1,"{""name"":""rect"",""x"":128,""y"":109,""width"":146,""height"":264}","{""bear"":""bear""}"
5316675_xlarge_497x393.5316675_xlarge_497x393.jpg,120093,{},3,0,"{""name"":""rect"",""x"":56,""y"":226,""width"":224,""height"":368}","{""bear"":""bear""}"
5316675_xlarge_497x393.5316675_xlarge_497x393.jpg,120093,{},3,1,"{""name"":""rect"",""x"":287,""y"":227,""width"":207,""height"":328}","{""bear"":""bear""}"
